dataset,problem,n,m,nnz_a,nnz_p,clarabel_1e-4,clarabel_1e-6,cuopt_1e-4,cuopt_1e-5,cuopt_1e-6,highs_1e-4,highs_1e-6,osqp_1e-4,osqp_1e-5,osqp_1e-6,pdlp_1e-4,pdlp_1e-5,pdlp_1e-6,piqp_1e-4,piqp_1e-6,qtqp_cudss_1e-4,qtqp_cudss_1e-6,qtqp_cudss_1e-8,qtqp_mkl_1e-4,qtqp_mkl_1e-6,qtqp_mkl_1e-8,scs_cpu_1e-4,scs_cpu_1e-5,scs_cpu_1e-6,scs_cudss_1e-4,scs_cudss_1e-5,scs_cudss_1e-6,clarabel_1e-4_status,clarabel_1e-6_status,cuopt_1e-4_status,cuopt_1e-5_status,cuopt_1e-6_status,highs_1e-4_status,highs_1e-6_status,osqp_1e-4_status,osqp_1e-5_status,osqp_1e-6_status,pdlp_1e-4_status,pdlp_1e-5_status,pdlp_1e-6_status,piqp_1e-4_status,piqp_1e-6_status,qtqp_cudss_1e-4_status,qtqp_cudss_1e-6_status,qtqp_cudss_1e-8_status,qtqp_mkl_1e-4_status,qtqp_mkl_1e-6_status,qtqp_mkl_1e-8_status,scs_cpu_1e-4_status,scs_cpu_1e-5_status,scs_cpu_1e-6_status,scs_cudss_1e-4_status,scs_cudss_1e-5_status,scs_cudss_1e-6_status
netlib,greenbeb,5405.0,7793.0,36278.0,0.0,3.48,4.86,0.61,0.79,0.6,0.52,0.58,300.0,300.0,283.27,119.38,179.48,211.28,0.42,0.3,1.41,2.32,3.09,0.36,0.67,1.48,1.32,1.51,13.05,2.52,2.16,21.04,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,grow15,645.0,945.0,6265.0,0.0,0.02,0.02,0.39,0.6,0.39,0.04,0.05,0.74,32.43,24.95,0.12,0.64,0.85,0.01,0.01,1.15,1.76,1.55,0.08,0.07,0.08,0.06,0.06,0.06,0.73,0.43,0.68,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible
netlib,grow22,946.0,1386.0,9198.0,0.0,0.03,0.03,0.41,0.65,0.42,0.11,0.12,1.17,2.27,2.25,0.07,0.22,0.49,0.01,0.01,1.29,1.68,1.65,0.08,0.1,0.11,0.1,0.1,0.11,1.46,0.49,1.34,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible
netlib,grow7,301.0,441.0,2913.0,0.0,0.01,0.01,0.42,0.56,0.36,0.01,0.02,0.34,15.07,11.71,0.06,0.12,0.14,0.01,0.0,1.22,1.72,1.5,0.04,0.05,0.05,6.96,6.88,25.73,250.82,231.74,18.97,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,dual_infeasible_inaccurate,dual_infeasible_inaccurate,optimal
netlib,israel,142.0,316.0,2411.0,0.0,0.0,0.0,0.34,0.45,0.33,0.01,0.01,0.07,9.96,7.58,0.05,0.06,0.07,0.01,0.0,1.34,7.58,1.51,0.04,0.05,0.05,0.02,0.03,0.03,0.7,0.39,0.61,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,kb2,41.0,84.0,327.0,0.0,0.0,0.0,0.3,0.46,0.29,0.0,0.01,2.14,1.84,1.46,0.03,0.04,0.04,0.0,0.0,1.18,1.69,1.62,0.03,0.04,0.04,0.01,0.01,0.01,0.6,0.35,0.56,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,lotfi,308.0,461.0,1386.0,0.0,0.01,0.01,0.31,0.46,0.33,0.01,0.01,1.37,8.26,6.35,1.45,1.86,2.42,0.0,0.0,1.24,1.7,1.51,0.04,0.05,0.06,0.04,0.05,0.04,0.68,0.78,1.41,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,maros,1443.0,2289.0,11057.0,0.0,0.08,0.09,0.39,0.53,0.4,0.05,0.07,100.57,102.21,77.16,16.3,36.88,58.06,0.06,0.04,1.89,1.75,1.68,0.13,0.17,0.18,0.19,0.2,0.21,0.95,0.81,1.91,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,maros-r7,9408.0,12544.0,154256.0,0.0,2.05,2.61,0.73,0.98,0.78,0.75,0.86,12.41,169.37,300.0,0.88,2.74,7.07,3.97,2.95,1.99,2.22,2.15,1.26,1.76,1.79,2.23,2.59,2.58,2.27,17.55,5.37,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,modszk1,1620.0,2305.0,4786.0,0.0,0.03,0.03,0.35,0.48,0.34,0.02,0.03,21.95,42.03,26.22,7.4,8.02,9.27,0.01,0.01,1.34,2.03,1.78,0.09,0.17,0.18,0.15,0.15,0.17,0.9,0.59,1.08,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,nesm,2923.0,3585.0,16211.0,0.0,0.07,0.09,0.38,0.5,0.35,0.23,0.27,0.37,1.37,5.62,0.67,7.07,35.1,0.05,0.04,1.52,1.91,1.93,0.3,0.33,0.37,1.36,1.44,1.58,3.62,3.56,4.01,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,perold,1376.0,1913.0,7306.0,0.0,0.1,0.12,0.41,0.54,0.39,0.06,0.08,84.0,86.61,63.85,300.01,300.01,300.01,0.07,0.05,1.33,1.93,2.28,0.14,0.22,0.35,0.43,1.66,40.26,2.89,5.27,98.84,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal
netlib,pilot,3652.0,5093.0,46819.0,0.0,7.06,9.26,1.24,1.54,1.17,1.29,1.14,300.0,300.0,300.0,57.09,219.34,300.02,115.05,0.67,1.76,2.59,3.93,0.69,1.15,2.48,0.89,3.7,300.15,1.53,5.55,300.61,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal_inaccurate,optimal_inaccurate,optimal
netlib,pilot.ja,1988.0,2840.0,16598.0,0.0,2.56,3.88,0.47,,0.52,0.1,0.11,145.12,146.22,116.7,211.44,300.01,300.01,13.52,8.11,1.49,2.25,2.79,0.27,0.43,0.74,1.33,1.98,7.64,3.44,6.49,15.28,optimal,optimal,optimal,worker_error,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,pilot.we,2789.0,3431.0,11835.0,0.0,0.15,0.16,0.72,0.91,0.69,0.15,0.2,83.9,85.23,67.17,42.75,61.07,109.21,42.86,31.56,1.55,2.12,2.13,0.22,0.3,0.41,0.41,0.45,0.73,1.13,0.87,1.65,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,pilot4,1000.0,1322.0,6053.0,0.0,0.05,0.05,0.44,0.65,0.48,0.04,0.05,39.13,39.89,30.58,26.79,89.05,300.0,0.02,0.02,1.44,2.02,2.07,0.15,0.18,0.24,0.26,4.97,88.57,5.42,250.56,286.86,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
netlib,pilot87,4883.0,6913.0,78035.0,0.0,7.11,10.48,1.21,1.41,1.17,5.14,4.95,300.0,300.01,300.0,61.31,155.91,218.45,390.0,390.0,1.87,2.92,3.84,1.44,2.11,3.69,1.85,2.87,4.62,2.45,2.43,5.23,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,pilotnov,2172.0,3147.0,15229.0,0.0,1.41,1.53,0.54,0.71,0.55,0.17,0.25,47.57,55.69,81.41,1.96,3.43,3.81,0.16,0.25,1.33,1.87,1.77,0.2,0.22,0.25,0.31,27.7,34.51,1.53,6.29,1.72,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal
netlib,recipe,180.0,271.0,843.0,0.0,0.0,0.0,0.28,0.4,0.32,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,1.21,1.68,1.52,0.03,0.04,0.04,0.01,0.02,0.01,0.57,0.29,0.5,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sc105,103.0,208.0,383.0,0.0,0.0,0.0,0.3,0.55,0.36,0.0,0.01,3.27,3.25,2.63,0.01,0.01,0.01,0.0,0.0,1.13,1.71,1.47,0.03,0.03,0.03,0.01,0.01,0.01,0.55,0.37,0.63,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sc205,203.0,408.0,754.0,0.0,0.0,0.0,0.41,0.57,0.39,0.01,0.01,6.59,6.62,5.15,0.07,0.1,0.11,0.0,0.0,1.33,1.73,1.49,0.04,0.05,0.04,0.02,0.02,0.02,0.59,0.35,0.71,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sc50a,48.0,98.0,178.0,0.0,0.0,0.0,0.31,0.39,0.32,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.2,1.73,1.52,0.02,0.03,0.03,0.01,0.01,0.01,0.48,0.29,0.54,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sc50b,48.0,98.0,166.0,0.0,0.0,0.0,0.29,0.38,0.28,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1.09,1.64,1.56,0.02,0.03,0.03,0.01,0.01,0.01,0.53,0.28,0.5,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scagr25,500.0,971.0,2054.0,0.0,0.01,0.01,0.46,0.66,0.47,0.01,0.02,0.09,0.21,10.76,0.08,0.37,0.46,0.0,0.0,1.31,1.86,2.1,0.06,0.07,0.08,0.05,0.07,0.06,0.79,0.55,0.95,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scagr7,140.0,269.0,560.0,0.0,0.0,0.0,0.31,0.42,0.32,0.01,0.01,0.03,0.26,2.94,0.05,0.08,0.09,0.0,0.0,1.2,1.63,1.61,0.03,0.04,0.04,0.01,0.01,0.01,0.58,0.33,0.54,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scfxm1,457.0,787.0,3046.0,0.0,0.01,0.01,0.44,0.59,0.45,0.01,0.02,1.98,18.6,15.07,0.41,0.51,0.63,0.01,0.01,1.2,1.75,2.87,0.06,0.06,0.06,0.06,0.06,0.06,0.66,0.41,0.7,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scfxm2,914.0,1574.0,6097.0,0.0,0.02,0.03,0.42,0.61,0.43,0.03,0.03,12.1,39.2,29.76,1.21,1.71,2.24,0.01,0.01,1.28,1.72,1.69,0.08,0.1,0.1,0.12,0.13,0.22,0.69,0.45,0.76,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scfxm3,1371.0,2361.0,9148.0,0.0,0.03,0.04,0.41,0.6,0.46,0.04,0.05,19.13,35.44,45.62,1.64,3.73,4.28,0.02,0.01,1.18,1.82,1.68,0.1,0.12,0.13,0.22,0.26,0.25,0.85,0.61,0.9,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scorpion,358.0,746.0,1784.0,0.0,0.0,0.01,0.37,0.5,0.41,0.01,0.01,0.02,11.63,9.06,0.06,0.23,0.33,0.0,0.0,1.24,1.57,1.61,0.05,0.05,0.05,0.04,0.04,0.04,0.7,0.42,0.65,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scrs8,1169.0,1659.0,4351.0,0.0,0.02,0.03,0.43,0.61,0.43,0.02,0.02,0.51,0.66,3.96,1.46,1.97,2.62,0.01,0.01,1.24,1.76,2.21,0.07,0.13,0.12,0.08,0.08,0.08,0.67,0.45,0.65,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scsd1,760.0,837.0,3148.0,0.0,0.01,0.01,0.29,0.43,0.32,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.0,0.0,1.15,1.62,1.53,0.05,0.05,0.05,0.03,0.03,0.03,0.54,0.34,0.58,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scsd6,1350.0,1497.0,5666.0,0.0,0.01,0.01,0.31,0.45,0.32,0.02,0.02,0.12,0.19,0.16,0.12,0.17,0.18,0.01,0.01,1.26,1.73,1.74,0.09,0.07,0.07,0.08,0.09,0.08,0.68,0.41,0.72,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,scsd8,2750.0,3147.0,11334.0,0.0,0.02,0.02,0.33,0.46,0.32,0.05,0.06,0.08,0.49,0.43,0.59,0.92,1.18,0.01,0.01,1.22,1.73,1.83,0.12,0.13,0.15,0.11,0.13,0.11,0.66,0.4,0.63,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sctap1,480.0,780.0,2172.0,0.0,0.01,0.01,0.37,0.48,0.36,0.01,0.02,0.78,14.47,11.51,0.05,0.07,0.08,0.0,0.0,1.26,1.78,1.66,0.06,0.07,0.07,0.06,0.06,0.05,0.93,0.51,0.84,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sctap2,1880.0,2970.0,8594.0,0.0,0.02,0.03,0.34,0.48,0.33,0.02,0.04,0.22,0.47,47.11,0.06,0.07,0.1,0.02,0.01,1.28,11.81,1.58,0.11,0.12,0.13,0.13,0.13,0.13,0.83,0.47,2.6,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sctap3,2480.0,3960.0,11354.0,0.0,0.03,0.04,0.34,0.48,0.34,0.03,0.04,0.1,0.18,0.4,0.06,0.08,0.1,0.02,0.01,1.27,1.99,1.66,0.14,0.14,0.15,0.14,0.13,0.13,0.69,0.43,0.71,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,seba,1028.0,1543.0,5380.0,0.0,0.02,0.02,0.33,0.43,0.3,0.01,0.01,0.65,2.06,18.11,0.8,0.93,1.16,0.01,0.01,1.4,1.93,1.92,0.12,0.14,0.15,0.08,0.09,0.12,0.65,0.4,0.56,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,share1b,225.0,342.0,1376.0,0.0,0.01,0.01,0.3,0.43,0.32,0.01,0.01,1.07,7.27,5.88,0.68,0.87,1.09,0.0,0.0,1.24,7.31,1.77,0.05,0.06,0.07,0.03,0.03,0.03,0.67,0.4,0.81,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,share2b,79.0,175.0,773.0,0.0,0.0,0.0,0.31,0.4,0.31,0.01,0.01,3.99,3.96,3.22,0.11,0.15,0.18,0.0,0.0,1.23,8.56,1.68,0.04,0.04,0.04,0.01,0.01,0.01,0.54,0.33,0.57,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,shell,1775.0,2311.0,5331.0,0.0,0.02,0.02,0.36,0.43,0.35,0.02,0.03,4.86,4.83,3.8,0.47,0.82,0.88,0.01,0.01,1.17,1.73,1.97,0.08,0.13,0.12,0.15,0.2,0.18,0.88,0.69,1.1,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,ship04l,2118.0,2520.0,8450.0,0.0,0.03,0.03,0.38,0.57,0.39,0.02,0.02,0.03,0.18,0.28,0.32,0.43,0.49,0.01,0.01,1.23,1.6,1.69,0.1,0.13,0.12,0.1,0.13,0.13,0.71,0.4,0.71,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,ship04s,1458.0,1860.0,5810.0,0.0,0.02,0.02,0.32,0.45,0.34,0.01,0.02,0.03,0.05,0.06,0.18,0.44,0.57,0.01,0.01,1.28,1.61,1.75,0.09,0.11,0.11,0.07,0.13,0.11,0.67,0.39,0.64,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,ship08l,4283.0,5061.0,17085.0,0.0,0.06,0.06,0.45,0.63,0.46,0.03,0.05,0.06,0.2,0.49,0.43,0.78,1.48,0.03,0.02,1.28,1.75,1.87,0.19,0.21,0.23,0.23,0.33,0.3,0.85,0.56,0.95,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,ship08s,2387.0,3165.0,9501.0,0.0,0.03,0.03,0.36,0.5,0.33,0.02,0.03,0.05,0.35,1.59,0.41,0.53,0.71,0.01,0.01,1.29,1.66,1.79,0.12,0.14,0.15,0.13,0.17,0.16,0.81,0.58,0.78,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,ship12l,5427.0,6578.0,21597.0,0.0,0.08,0.08,0.59,0.82,0.58,0.04,0.06,0.14,0.25,0.51,1.53,2.27,2.63,0.04,0.02,1.48,1.77,1.97,0.29,0.33,0.42,0.35,0.47,0.46,1.06,0.69,1.13,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,ship12s,2763.0,3914.0,10941.0,0.0,0.04,0.04,0.42,0.52,0.38,0.02,0.03,0.07,0.09,0.7,0.53,0.81,0.95,0.02,0.01,1.34,1.81,1.83,0.16,0.18,0.19,0.13,0.21,0.18,0.79,0.42,0.79,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,sierra,2036.0,3263.0,9338.0,0.0,0.04,0.04,0.36,0.47,0.34,0.03,0.03,0.43,0.51,0.66,0.11,0.38,0.58,0.02,0.01,1.33,1.86,1.85,0.16,0.19,0.24,0.06,0.1,0.09,0.6,0.36,0.68,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,stair,467.0,817.0,4317.0,0.0,0.01,0.02,0.36,0.47,0.36,0.02,0.03,0.31,3.04,16.31,0.53,0.85,1.1,0.01,0.01,1.29,1.76,1.76,0.05,0.09,0.1,0.04,0.06,0.05,0.66,0.46,1.41,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,standata,1075.0,1434.0,4106.0,0.0,0.01,0.01,0.33,0.47,0.31,0.01,0.01,25.27,25.69,19.92,0.45,0.59,0.72,0.01,0.01,1.25,1.59,1.64,0.06,0.07,0.07,0.06,0.08,0.08,0.69,0.46,0.77,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,standgub,1184.0,1545.0,4323.0,0.0,0.01,0.01,0.35,0.5,0.35,0.01,0.02,26.35,27.15,20.37,0.59,0.71,0.88,0.01,0.01,1.25,1.72,1.74,0.07,0.07,0.08,0.06,0.09,0.09,0.71,0.45,0.68,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,standmps,1075.0,1542.0,4754.0,0.0,0.02,0.02,0.54,0.68,0.5,0.01,0.02,0.67,1.4,17.19,0.35,0.72,0.85,0.01,0.01,1.25,1.86,1.89,0.07,0.08,0.09,0.05,0.08,0.07,0.63,0.41,0.69,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,stocfor1,111.0,228.0,558.0,0.0,0.0,0.0,0.29,0.45,0.33,0.01,0.01,0.08,3.96,3.15,0.17,0.21,0.25,0.0,0.0,1.28,7.49,1.72,0.04,0.04,0.05,0.01,0.01,0.01,0.54,0.35,0.58,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
